funlo_seg_desc,EMAIL_THEME,DEPARTMENT,Unique Guids,Unique Households,THEME_SENT,THEME_OPEN,THEME_CLICK,THEME_UNSUBSCRIBE,theme_open_rate,theme_click_rate,DEPT_SENT,DEPT_OPEN,DEPT_CLICK,DEPT_UNSUBSCRIBE,dept_open_rate,dept_click_rate
New: Predicted Opportunity,Weekly Specials,Grocery,101559,96064,151637892,61864328,3131416,79459,0.4079740702277766,0.020650616799658492,80162233,30899880,1132920,59311,0.3854668070436611,0.014132839837433171
Top Loyal,Sale - Threshold Offer,Pharmacy,3172083,2710981,794872773,433086465,20012175,164341,0.5448500435679158,0.025176576277069186,1551286875,604318676,71558422,868352,0.3895595880678098,0.046128426117187385
Unreliable Pattern,Sale - Prie,HBC,1675922,1587126,33381131,16758100,1376671,21757,0.50202313396751,0.041240993302473786,5925284,2825567,62275,1263,0.47686608776895756,0.010510044750597608
Unreliable Pattern,Diigital Coupons,Pharmacy,777668,730078,17196135,9716547,958996,8322,0.5650424935603262,0.055768113009115126,1359431,220616,6300,357,0.16228554446676588,0.004634291847103678
New: Predicted Opportunity,Sale - Fuel,General Merchandise,17958,17239,579927,249942,20347,498,0.43098872789161397,0.03508545041013783,127586,51260,1316,76,0.4017682190835985,0.010314611320991332
New: Predicted Opportunity,Sale - Digital Coupon,Grocery,12724,12141,1361756,654097,62974,1530,0.48033348118165076,0.04624470169398923,267469,127509,9265,74,0.476724405445117,0.0346395283191697
New: Predicted Non-Loyal,Digital Coupons,Gift Cards,3318491,3207969,1286072548,597972779,18441379,791669,0.46496037873595913,0.014339299154373987,3777860012,1498563759,38553468,3070574,0.3966700074221808,0.010205107621123786
New: Predicted Opportunity,Savings - Fuel Points,No Department,56809,54416,1720853,721990,53752,1762,0.4195535586130832,0.031235672076580626,414527,161421,10757,290,0.38941009873904475,0.02595005874165012
Narrow Consumption,Holiday,Grocery,1482368,1312753,621760596,255272960,11542271,291199,0.41056471195225114,0.01856385090058039,747467534,353565283,27614002,274241,0.47301757858020893,0.0369434132506416
New: Predicted Loyal,Digital Coupons,Adult Beverage,50465,46965,1962280,1061599,132171,385,0.5410028130542023,0.06735583097213446,6737053,3027236,230197,2357,0.44934127726173445,0.03416879754397063
Moderate Loyal,Brand Savings, Fresh,1671732,1502204,54478158,25986315,1753060,10141,0.47700428858112276,0.032179134984703414,273748525,142494086,15679099,102695,0.5205291462301029,0.057275556096603626
Bottom Non-Loyal,Sale - Price & Item,No Department,5506770,5164402,3164455739,1231165370,31566519,2229204,0.3890607016007943,0.009975339079944072,3199933266,1167336839,36126916,2441245,0.36480036987121345,0.011289896693739362
Bottom Non-Loyal,Sale - Fuel Points,No Department,5344576,5020401,4605893575,1539884340,62686284,5474483,0.33432911875303156,0.013610015728598332,2740476002,1030680916,30329895,1486387,0.3760955816609264,0.011067382081749753
New: Predicted Opportunity,Sale - Threshold Offer,Pharmacy,82068,78689,5173299,2557433,77373,2601,0.4943524431895392,0.014956220392442038,23398012,9983594,511916,19435,0.42668556627802395,0.021878610883693878
New: Predicted Loyal,Ecommerce,Adult Beverage,29372,27028,333483,141019,5330,112,0.4228671326574368,0.015982823712153243,3174313,1545124,184854,1075,0.48675855216546066,0.05823433290919956
Top Loyal,Best Customer ,Fresh,2966733,2560052,68168666,31347008,4929958,48886,0.45984482078613653,0.0723200010984519,28980418,13045857,820043,6107,0.45016110533671394,0.028296451762704043
Unreliable Pattern,Sale - Digital Coupon,No Department,2201326,2062122,238206979,108403583,9359059,203735,0.45508147349452766,0.039289608723008906,144200244,58217690,2804300,33590,0.40372809632693824,0.019447262516421263
Moderate Loyal,Diigital Coupons,HBC,1687460,1561651,35548495,18609093,2413202,20459,0.5234846932338486,0.06788478668365566,6987319,3596281,145199,1193,0.514686820510127,0.02078035939106258
Moderate Non-Loyal,Ecommerce,Multi Department,1937577,1732742,1322602389,491599330,27956885,1602196,0.3716909436188838,0.021137785045993895,9406683536,4372203697,314796460,2821789,0.4647975750717335,0.03346519087149612
Bottom Non-Loyal,Digital Coupons,General Merchandise,5645428,5283322,6447707409,3210179205,116351658,3023214,0.4978791687288861,0.018045430820510112,5528437466,2092274384,65876699,5614086,0.37845673336589747,0.011915970725027281
Moderate Loyal,Savings - Fuel Points,Fresh,2132632,1923564,96912064,42396577,5514442,77375,0.4374747090310655,0.05690150196367709,39328719,17337423,929059,10066,0.4408336564432724,0.023622915356078595
New: Predicted Loyal,Sale - Digital Coupon,HBC,18468,17036,2258273,1161109,176570,1956,0.5141579428173653,0.07818806672178254,430557,213662,11700,102,0.4962455609826341,0.02717410238365652
Unreliable Pattern,Brand Savings,Fresh,2670481,2451756,1968730337,633119585,30152150,1625926,0.32158776298675995,0.015315530742491932,1672083464,698035963,22964506,645795,0.41746478452106744,0.013734066806129243
Narrow Consumption,Sale - Fuel,Multi Department,1489229,1311775,64977974,28931838,4048004,53866,0.44525608016033247,0.06229809504371435,175263996,82228131,9879664,42516,0.4691672726667718,0.056370185694042944
Moderate Non-Loyal,Ecommerce,HBC,1779125,1609135,850342017,342219462,15403554,692632,0.40244919709759563,0.018114539434783687,1122176389,395582833,26400954,669146,0.35251395135172464,0.023526563434048513
Bottom Non-Loyal,Best Customer,Fuel,2749192,2624402,82288147,39150221,2048428,49436,0.4757698699911179,0.024893354324772923,34030219,14492527,1265523,24741,0.4258722813391239,0.03718821204177381
New: Predicted Opportunity,Holiday,Gift Cards,86315,82604,7546836,2925444,65337,4050,0.3876384752497603,0.00865753542279175,47908738,19961289,1047010,33379,0.4166523651697943,0.021854259655096738
Narrow Consumption,Diigital Coupons,Pharmacy,645980,588817,14710431,8553647,1353375,6431,0.5814681432515472,0.0920010433412862,1191429,190172,10495,249,0.15961672915465377,0.008808749828986872
Bottom Non-Loyal,Sale - Prie,Multi Department,4985714,4732027,88689396,36861960,1731223,84157,0.41562984598519537,0.01952006753997964,246745011,108894150,3388436,69802,0.4413226008448049,0.013732541080638101
Moderate Non-Loyal,Weekly Specials,Pharmacy,1925402,1723733,1635253766,693425532,57516657,482721,0.42404765940162953,0.03517292434720496,1165529209,441621227,27690521,828250,0.3789018958854767,0.02375789537162942
Top Loyal,Sale - Digital Coupon,No Department,2844776,2493049,335272618,166526898,25999554,208269,0.49669101817315725,0.07754750195555785,199770343,86754466,7215007,32201,0.4342709968716428,0.036116507043290204
Moderate Non-Loyal,Digital Coupons,Grocery,1880962,1693759,2599701229,1414167182,115472526,796495,0.5439729635947331,0.044417614113456266,1258679109,556400371,29613571,702653,0.4420510096827229,0.02352749861998385
Top Loyal,Diigital Coupons,Gift Cards,1268993,1089143,28822746,16291636,3080873,13159,0.5652353873569159,0.10689033584794454,8155280,4192257,436310,822,0.5140543304460423,0.05350030900226602
Unreliable Pattern,Sale - Threshold Offer,Adult Beverage,2401144,2247741,70310487,36890273,795734,17436,0.5246766815880538,0.011317429788247662,276920926,128037743,8192599,113600,0.4623621076581262,0.02958461506805737
Narrow Consumption,Weekly Specials,Produce,1544194,1350625,147793026,64877100,8422939,45308,0.4389726752059329,0.056991451003919495,160809370,75607948,9058334,93355,0.47017128417330406,0.05632964049296381
New: Predicted Loyal,Diigital Coupons,No Department,29662,27329,615286,285136,35370,416,0.46342026309716133,0.05748546204529276,217343,101727,9333,54,0.4680482003101089,0.042941341566095984
New: Predicted Non-Loyal,Seasonal,Adult Beverage,958809,931147,15728736,5210802,42206,6521,0.33129184697359026,0.0026833688352325322,116249065,45731129,1013847,57927,0.39338921994770454,0.008721334661917495
Top Loyal,Sale - Threshold Offer,Multi Department,3491095,2896883,2880189214,1444817119,81374902,1152444,0.5016396533870222,0.028253318082177917,18037862756,9032383508,1193773322,3688797,0.5007457718346108,0.06618152816374605
Narrow Consumption,Brand Savings,Pharmacy,1364150,1213070,279253522,134089224,11413376,77403,0.48017021608056926,0.04087101898754208,571658687,261515880,27374734,317816,0.4574685663790149,0.047886500498504625
Moderate Non-Loyal,Sale - Prie,Fresh,1493473,1385792,28219325,13247533,1251890,20930,0.4694489680387465,0.04436286126617132,12032546,5272830,139522,3717,0.43821399062176863,0.011595384717415582
New: Predicted Non-Loyal,Best Customer ,Fresh,846368,822564,16078376,6460411,256551,16805,0.40180743378560124,0.015956275683564062,2174515,807280,20274,1597,0.37124600198205115,0.009323458334387209
Narrow Consumption,Sale - Digital Coupon,Fresh,1175620,1069765,133972706,65790583,9854632,97700,0.4910745252842769,0.07355701242609819,69879710,30445884,1288759,19324,0.4356899019758382,0.01844253503627877
Narrow Consumption,Seasonal,Multi Department,1573365,1370569,1385762018,574430958,25963160,720105,0.4145235260734358,0.01873565566291917,7798890583,3747786875,445923277,1956466,0.4805538473856032,0.05717778346217888
Moderate Loyal,Holiday,General Merchandise,2414667,2142935,949056472,391466451,13813219,356733,0.41247961796734894,0.014554686056658597,1028185936,417836428,35966513,680276,0.4063821662699732,0.03498055336170247
Unreliable Pattern,Weekly Specials,Fuel,2865616,2595745,822966179,337171159,21570366,243423,0.409702327512052,0.026210513324144757,501262908,188505095,11899886,380930,0.37606033079950135,0.0237398096090525
Narrow Consumption,Sale - Prie,Fresh,1232589,1120758,23946396,11570596,1689548,15844,0.4831873656478411,0.07055541886136019,10520537,4757422,189348,2988,0.4522033428521757,0.017997940599419972
Top Loyal,Holiday,Pharmacy,3181028,2716961,493866162,211728539,8606627,135002,0.428716432287175,0.017427043321101236,1307347282,502999102,59879795,642502,0.38474788522182435,0.04580251615194011
Moderate Loyal,Weekly Specials,Adult Beverage,2255885,2029582,261975419,119922441,13128705,49767,0.45776218798604157,0.05011426281944414,274414683,132631343,14239800,109230,0.48332451292338463,0.051891538179828375
Narrow Consumption,Savings - Fuel Points,Fresh,1314235,1177943,60238819,26498784,3868724,49001,0.4398954767024898,0.06422310503796563,22592718,10003198,635905,6018,0.44276204394708063,0.028146458518182718
Narrow Consumption,Weekly Specials,Pharmacy,1565045,1364657,1360600106,597386216,80658684,337107,0.4390608330586151,0.0592816975717625,845481117,313922159,32158387,565827,0.3712941101675722,0.03803560641792548
New: Predicted Non-Loyal,Services,Fuel,1598040,1537856,20425346,7412112,214938,15195,0.3628879530363892,0.010523102032151621,93682756,43344244,1211249,67634,0.4626704620004988,0.012929263097255592
Bottom Non-Loyal,Weekly Specials,Pharmacy,5737876,5356160,4791540834,1810548406,65138143,2004067,0.3778635033542114,0.013594404233767614,3973150801,1430169183,45473594,3200006,0.3599584447285619,0.011445222262531484
Bottom Non-Loyal,Sale - Price & Item,Fresh,5442026,5122251,2914736490,1160133100,27703281,1741448,0.39802332182694156,0.009504557648708752,3428508834,1185493274,29982074,2587946,0.34577518431442955,0.008744931237356701
Moderate Loyal,Holiday,Multi Department,2505980,2195450,1143053854,466925561,22685852,700686,0.40848955573356566,0.019846704440576603,8730072328,4201077884,434715230,1972363,0.48121913841720004,0.04979514643947862
Unreliable Pattern,Sale - Threshold Offer,Grocery,2744296,2513209,1786538428,833896423,22973100,750069,0.46676657491970835,0.012859001317826677,1782427475,781940794,34410089,852928,0.43869431153152527,0.019305183230526674
Moderate Non-Loyal,Sale - Fuel Points,Adult Beverage,1483552,1375876,16689136,6852116,480801,6277,0.41057344130936435,0.0288092205612082,188022640,89695667,6828418,66026,0.4770471630437696,0.036316998846521883
Moderate Non-Loyal,Brand Savings,Grocery,1834153,1659350,1403978444,473803346,27125685,1097053,0.3374719519554105,0.019320585095820745,1096545235,512475741,26856090,399903,0.4673548565463421,0.024491547765469066
New: Predicted Non-Loyal,Services,General Merchandise,3330367,3224410,1460494397,510376224,14463463,1387866,0.34945442108395847,0.009903128029596952,1182054726,487676349,11948007,1032552,0.4125666420287211,0.010107828966964428
Moderate Loyal,Brand Savings,Multi Department,2522426,2205932,2396440703,910263517,67087262,1498605,0.37983978316696115,0.027994542871858406,12897842465,6218424508,638920224,3103483,0.48212904792987793,0.04953698463396451
New: Predicted Non-Loyal,Seasonal,Grocery,3312188,3211663,1140635465,446212238,8967122,953569,0.3911961811567905,0.007861514283180736,1166411148,374068881,10293496,1153238,0.320700708014838,0.008824929372159944
Moderate Non-Loyal,Seasonal,General Merchandise,1877648,1692052,1499880379,605371912,14034365,651912,0.40361346176393975,0.009356989528296243,1414972216,573569227,36214742,1195036,0.405357236357212,0.02559395978980834
Moderate Loyal,Best Customer,Fuel,1962255,1803174,59369867,31202753,5467215,25116,0.5255654859391886,0.09208737152805142,89079452,42126669,6545677,43942,0.47291118270462645,0.07348133439348055
Bottom Non-Loyal,Sale - Fuel Points,Fresh,5190010,4903628,3988253090,1370343828,55962890,4697652,0.34359500189091563,0.014031930456048365,2446704858,905887464,20836704,1326776,0.3702479524810753,0.008516231098274952
Top Loyal,Best Customer,General Merchandise,3355366,2826584,1814469050,839127393,151510470,1107539,0.4624644289193029,0.08350126997206152,886997850,400693316,45047280,430289,0.4517410228220959,0.05078623358557183
New: Predicted Non-Loyal,Sale - Price & Item,Gift Cards,3040909,2954757,475660806,184811644,3776646,333793,0.3885366245626721,0.007939788085041423,3061517075,1286634538,33053798,2495652,0.4202604481635955,0.010796542103231613
New: Predicted Non-Loyal,Brand Savings,No Department,3059472,2961460,1846771640,679720460,22207215,2100604,0.3680587492669099,0.012024884137813595,463965612,180286747,4419761,358681,0.3885778220132401,0.009526052978253914
New: Predicted Non-Loyal,Services,Produce,917031,873526,2518802,842902,31735,2223,0.33464400933459637,0.01259924360866793,35329262,16263446,578648,30345,0.4603392507887654,0.016378717449574802
New: Predicted Loyal,Ecommerce,Fresh,120453,112202,37967671,15292361,1195114,46159,0.4027732172457984,0.031477148018902716,36705425,15537793,814679,19307,0.42331053243491934,0.02219505699770538
Narrow Consumption,Holiday,Produce,1339453,1205274,20566964,8248477,232430,4822,0.40105467194866484,0.01130113321538366,101228085,47932440,5794851,44907,0.47350930327290097,0.05724548676387586
Moderate Non-Loyal,Sale - Price & Item,Fresh,1854200,1675064,1243417237,572981063,22061628,508309,0.4608115811410454,0.01774273939874617,1281247096,527897436,21946166,638568,0.4120184448792694,0.017128753749776304
Unreliable Pattern,Sale - Fuel,General Merchandise,2222916,2084379,76784016,34360107,2578789,65175,0.4474903604937778,0.033584971643056544,11725243,5196362,154677,4299,0.44317733969351425,0.0131917948310325
Unreliable Pattern,Sale - Price & Item,Fuel,2721279,2495694,175933502,82253207,2878995,59523,0.46752441158137126,0.016364108980221403,457359105,175642442,10933062,309602,0.38403617656196,0.023904765162595813
Moderate Non-Loyal,Best Customer,Adult Beverage,396017,394928,1782980,1079346,394669,339,0.6053606882859034,0.22135357659648452,18170233,9825934,1424142,5184,0.5407709411321253,0.07837775112735208
Top Loyal,Seasonal,Adult Beverage,2925710,2557648,88356333,37136165,950431,20557,0.4202999800817899,0.010756795441024017,371561467,190381821,25682936,115400,0.5123831126439169,0.0691216347253791
Moderate Non-Loyal,Best Customer ,General Merchandise,988561,916409,22935174,10701563,925056,15977,0.4666004713982113,0.040333506953119255,4058170,1764662,51417,1517,0.43484181293538715,0.012669996574810815
Unreliable Pattern,Sale - Price & Item,Produce,2668121,2452337,49038455,22961728,831977,19850,0.46823922164758247,0.016965807752303778,270155946,121897362,7447665,169398,0.451211101605737,0.02756802176769413
Unreliable Pattern,Brand Savings,Multi Department,2883163,2609131,2423324046,779533256,41360968,2405217,0.3216793302103849,0.017067865136844353,13908310547,6234066019,368361982,4294466,0.44822597237337913,0.026485027117794338
Unreliable Pattern,Sale - Prie,Gift Cards,310560,284626,6753676,3840258,427495,4160,0.568617446261858,0.0632981209048228,1405339,726341,44892,233,0.5168439785702952,0.031943893964374435
Narrow Consumption,Sale - Price & Item,No Department,1527715,1338500,1086630126,514786668,30269103,431099,0.4737459929396436,0.027855939455151826,1369349756,590925481,47639595,482898,0.43153728871004376,0.034789939379081466
